depositor_address,glm_locked_balance
0x2d4ac9c27fffcd87d7fa2619f537c7eb0db96fb7,6600
0xbc6d82d8d6632938394905bb0217ad9c673015d1,6166
0x747e6abc102222f1df65c662540ddf471241a644,6000
0x7eb84e42059f0d44269c50f4d3a280fd307a6824,5842.589182619519
0xa8e36b688ec3741e18d4f9f3afbfa7f0f9f0662a,5760
0x55dffa17578e6bace42e4bf8687a11a85ccfef97,5721.446256387997
0xa8f0048a0d1a04663ca5010d0beac5bcaeea0eef,5550
0xe04885c3f1419c6e8495c33bdcf5f8387cd88846,5391.8106346635395
0xff6d6a7718a234a84f740480dbb07f6c09cf1cd5,5329.7697564863465
0xf203d6c796b99d0f2f861d1b838074822dd64d7c,5242.4572
0x8289432acd5eb0214b1c2526a5edb480aa06a9ab,5091.32647235768
0xe6ed9c681967a4ea7cef4486942b800139dfb000,5000
0x03bb5bc3c8fdab212a6b2b347a049133dfcb3a47,5000
0x5a5d9ab7b1bd978f80909503ebb828879daca9c3,5000
0x73006c818880d07dd510e165c3de3e74f2407187,5000
0xaa3600788b72863ff51c8f0db5f10bb65fbfeab4,5000
0x1fdd220e14b59e26bf1888e8267c4c221983a0a6,5000
0x8f21bd39fcaea3a729d46339a383081ecb7e84e0,4999.8340365350305
0xfd868db0696ef762351f8421535cc5f9f423b23c,4997.59332278
0xdca6f7cb3cf361c8df8fde119370f1b21b2fff63,4874.474125526806
0x7aba691d12d8ef8793f1643eba66b69c70ec72f1,4600.445284841981
0x884ff907d5fb8bae239b64aa8ad18ba3f8196038,4500
0xea124f96a1226d0956d38dd95c089d5cd5f82d71,4450
0x38f80f8f76b1c44b2beefb63bb561f570fb6ddb6,4271.7192670795885
0x3ef1b0db4d10d2e3ce06699c0bd4ef0aaf897614,4267.770738189687
0x3aae10803fd40005a6132e6b9f5cd6ac0657bf60,4251.531363405198
0xa9d20b435a85faaa002f32d66f7d21564130e9cf,4250
0xdf1e9485072bbe9517a06cbe28041bc9e7031985,4117.0588056121705
0x2aa64e6d80390f5c017f0313cb908051be2fd35e,3950
0xa7ca400d49bba87eb606ee05af93689bd21fab99,3838.728187761048
0xd1825dd9a5e49791fb7961ac3c4170deed5710b4,3500
0xfa9b7d81a8fcebe6e0ce2938963db2ccd3cd178f,3500
0xb6647e02ae6dd74137cb80b1c24333852e4af890,3354.0204655933676
0x4286d9da0d8085b8a7a34fa49a87b900845cc2f8,3200
0x9ae8912ea6562957043c8d048641aa9b450c397f,3185
0x1faf59040e9087675a7198e3c79d34de2f5796b1,3136.348768915553
0x28d604a4205549ea2510d03f2addc673ded2187f,3135
0xb22981ba3fe1de2325935c91a3b717168fb86714,3050
0xb681b19bb1f7e9f3c2ae0edeab368c2afaa4e590,2990
0x13da265ca1b475d9893b60e84ef8980734a8d040,2984.5452652599997
0xcb755b2cd7399de8ccf062e7e4b0d5a15df88980,2852.0716163893376
0x92d8902cf5f2ebc9eedfe60870a0de251662bfcc,2823.0830398375583
0xb3313b023e68cda95d7b625200e1b0fe6335a0c2,2700
0x6eeb37b9757dca963120f61c7e0e0160469a44d3,2673.1104460045826
0xb79223e868871dbac27e8e301f73734abd4cc628,2653.9837281586133
0xc583789751910e39fd2ddb988ad05567bcd81334,2646
0x3d958c62b36e01018644538bd1998c1e9be1ddd8,2635.0160482998303
0xe64113140960528f6af928d7ca4f45d192286a7a,2546.520735621896
0xa61fb9a7f632f033243796cd99ece4aee4a3c1d3,2500
0x0709e5bc1e2632ab501f3d8d7f25fd39719ef3ff,2500
0xabcdef0abba5d0106595174213156797bc0db33e,2500
0x4a24d4a7c36257e0bf256ea2970708817c597a2c,2500
0x68559b450b3a45fbc48eeba010712b8f360a6213,2500
0x5497dab10935af246c6215b14bedc32cfafa57df,2500
0x059f7da59ad1eb412b4d2ffc12e9b50da91cfdb6,2483.3417342899997
0x512b436cb2ed6016e80d4f89ca578f99dbbccb61,2400.866494976845
0x84674aa65cc7734f12b690ce46aec1027b434211,2400
0x98f1bda2d45ffaca73fcf2154e9e007871e14934,2400
0xe5adabbd71225e8074e30ff6ce2a66c9319c071b,2400
0xf4c6a5df9050b15a21aabccbc84ccb31fbdc0846,2297.0608715764056
0x4ae6a8a28c87b75e935a90d6128f2649c969c0d8,2243.075276840107
0x5554672e67ba866b9861701d0e0494ab324ad19a,2239.237014044473
0xdeb8699659be5d41a0e57e179d6cb42e00b9200c,2234.2487159641655
0x696ee4ae0b15feae8ed1afc865930e0ea65b1f3f,2174.092239822958
0x9d8d7220d060fd12ca33336b7239688e366327de,2170
0xce09b81ac028309ae5fee783742571021a65fea3,2161.9039405834037
0xdaa83039aca9a33b2e54bb2acc9f9c3a99357618,2135
0x744c28e52dbe6af8e68937d006323ee2b514ad4a,2135
0x5c0d9828ca6595db1012a4063c7ae8b6edee7534,2135
0xb2206f941a5206b55bfa33e665687523a8bced80,2112.4107400390358
0x2dd2036c9db2ada2739509af0047c00c8b9291ef,2070.517345410648
0x74fa01a5d0ef8039f1e14f4d4c8f90e8602e07b4,2068
0xa32aecda752cf4ef89956e83d60c04835d4fa867,2062.3794035213805
0x75ee5de3bc0fa6861b6123084524a3f4e77db545,2025
0x1c9f765c579f94f6502acd9fc356171d85a1f8d0,2009.0318378660563
0x1e8ee48d0621289297693fc98914da2efdce1477,2000
0xf3ad97364bccc3ea0582ede58c363888f8c4ec85,2000
0x959d3ebbe4e8a55d10494e72b6f24bdf43b44bf0,2000
0xf35960302a07022aba880dffaec2fdd64d5bf1c1,2000
0xeb90c6580b232a0c6ca87377849f3db82f504c35,2000
0x9ea09816db61c2fd860ecd4a615431fe86b944aa,2000
0x69dc230b06a15796e3f42baf706e0e55d4d5eaa1,2000
0xd0c608c9a86229a7d16cb8a97314ace4f8e1e1f0,2000
0x446f1c3de0a073d5e6dba1b9352ce64c4bca018e,2000
0x72337d25034d5a27fc10dce0c893fd29c1301d5b,2000
0xe2d6aff297b41881c1aea9599f68aedfab38c651,2000
0xe3330351043314bc37493c9ba601be7bbc332fd6,2000
0x3024074eaa70f3d4c071c0da9d0c8eec50232c47,2000
0x1e4942b1a4fab51ec950e5cccc957497b37d1103,2000
0xe08dc63deee327186d4631b8d08a7ec92767b52c,2000
0x96e4152f00894f677d860023b9784d578bc1c145,1900
0xb170a41f2523220a12f84f17a54bd31953d98027,1885.616741819359
0x7d85fcbb505d48e6176483733b62b51704e0bf95,1851.0918693548304
0x6c965b656c450259a6d4d95a2e68fb4319eecbc0,1825
0x5fe4326d06d901886d9a11e6a7134f5c9707f0ad,1811.6256998113772
0x66805d8b82664acab4cbe0c0498889dde9af7841,1807.0989340889162
0x0d3d681762f9eda9541fab6acfb17c50025b630b,1800.339671555305
0xafe2b51592b89095a4cfb18da2b5914b528f4c01,1800
0xa906c85b7e809b79c5e69d485693b44d65b1b252,1800
0x302e2a0d4291ac14aa1160504ca45a0a1f2e7a5c,1800
0x7fc80fad32ec41fd5cfcc14eee9c31953b6b4a8b,1800
0xa13ac077544dfd51193f8b15641a0c7a3e0286b7,1800
0x20e903db0a973f6d400e227d7fb7708d45fd5577,1800
0x1c0accc24e1549125b5b3c14d999d3a496afbdb1,1800
0x18d3ed5261f23cf0cdfbcf0512123b179b0816f0,1776.833255742516
0x516fca170bfe24bfc54e01f215ef85fe9b5b798a,1747.201935067041
0xced608aa29bb92185d9b6340adcbfa263dae075b,1669.984985391734
0x7b007e8c0f77b50bec8009f0e97f523dba6fe506,1596.3758345714205
0x3e6c23cdaa52b1b6621dbb30c367d16ace21f760,1550
0xef84a2e60580c60e3c2a100058d4b4953a1599af,1500
0x109402b6ae58754c2a92fc3dbc385a840cd6edae,1500
0x61c820e261717a5a0555488872f78ac7b9ce77ec,1500
0x1d3bf13f8f7a83390d03db5e23a950778e1d1309,1500
0x4ac6ebd8df05b2eeda4e4c44ae695dfa37ce330a,1500
0x58ad805f26272c5ba06d24bd0e43c8a2d1c634d9,1478.6166625777346
0x3f87755e2974534888ddb20a52dce45ef9f204ab,1443.7813052899999
0x745f933c33ab89d8f8437eacf176a2c8c0dd63a0,1420
0x76a6d08b82034b397e7e09dae4377c18f132bbb8,1400
0xf83a0d6f4d39cc413825b343a410eee24c75627c,1392.3250267648434
0xc624434420f6cbe835d6358a8223b78432773ced,1383.8031783169688
0x653d973b36137a5cb2fc304996e0af1f1afcc628,1374.7881064228231
0xc887eb551e836e09ba8695cde2ea1cc5d03dd231,1335
0x4cc9e6fabb800f083a2685501d1a30cdabb4b2de,1332.4381099777015
0xeee844540644b204f0005c063ae95f244bf06a84,1318.2182269
0x837667c7c5cb49609ed5bfa5d3b2f1bbae81d8ba,1300
0x8aa27e90e139d5ab5704df69429341cbcb2d2464,1300
0x6ab7b4550698fe1af0c7cd9c1ed69eb383c48257,1300
0x077c1fa56e780feef04e8d3bcbbd96e9f79935e0,1250
0xbc5b552641e5d203f0a6c230aa9dc14da7450053,1250
0xacd59e854adf632d2322404198624f757c868c97,1250
0xc799be8de03f20b2d3b101e6f6516d614e6ffe06,1247.16910375
0x433485b5951f250cefdcbf197cb0f60fdbe55513,1246.1107611500174
0xba719e0197470a790726075fd98edef04e2467af,1237.9
0x65c20b3e50fc7575fdea5a76f99a2c4140155531,1211.0837925173494
0x1d921dff757610fbdb0073479e12c0a07d382677,1200
0x8da48e5846c06b558970acd42edc7da8799481e4,1200
0x2b888954421b424c5d3d9ce9bb67c9bd47537d12,1200
0x76273dcc41356e5f0c49bb68e525175dc7e83417,1200
0x5c05740df496ddc881642566c431b88bdf60842e,1200
0xb749a586080436e616f097f193ba9cb6a25e7ea6,1150
0x43930ff04d18a5b59805151c1eb403c55870641e,1134.9218178162419
0xfb94f39b150ae661f85762154c0cadc65e083791,1125.5437704757355
0x0bf61023640b5ffa269ebaba895cc3662793a4c9,1125
0x11fa934f6754076aeb7cf0a72a1c2d2518aa4c77,1123.1398542804443
0x51f956b281b282fceb2635f295200157a22b920b,1100
0x1e90474d2e83e7b7dd45553156beb316845e66a4,1100
0xb76bc3ad9c150cc6f83984d02ab8e42225e4d0c2,1100
0xc4f91cdd498a30f8ed1dea3883cba314a7a2a022,1100
0x8349de968a70b79d09886da1690cc259b67cbcbc,1092.3
0x3c0c7b44c1f9366271f5c491121a1f7d55d33ef5,1089.34455549
0x8a8c879d39a74fce0593714956bb7ed048a5c1bf,1062.8425350078523
0x8341c4106523b49fc247f84e412bb2af5597038f,1062.8121428688498
0xb335d18843137b21db0c9ebc23e7ed9f0d33f14d,1050
0x6ead98ac60771343a361cf7558e8493b32fc8304,1050
0x13035a0959c08864d045a130a6c121b1daf4a9a7,1034.8931111963059
0xb1f05b11ba3d892edd00f2e7689779e2b8841827,1025.9499954472728
0x144c4e5027b69f7798b2b162d924bcae5c149f15,1025
0x4318cc449b1cbe6d64dd82e16abe58c79e076c2b,1025
0xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,1023.4211318990563
0xa50064d462e17f7091ee62baebeb18bfebe21507,1013.5380431799999
0x774c3ccfde30a5e7263e8d8ec80b3d419c13ddd3,1007.3492794823704
0xf389dd1f828525b449d63d14157f2d3a25ee0a41,1004.799216565137
0x63b1efc5602c0023bbb373f2350cf34c2e5f8669,1002.3788653006555
0x05a1ff0a32bc24265bcb39499d0c5d9a6cb2011c,1000.0000003621586
0x00a66045ccc58a3e79999d6de0f49809c577ed3c,1000
0xa4369e39e3ed13593adb0142a1ea5d08abdf99c4,1000
0xff75e131c711e4310c045317779d39b3b4f718c4,1000
0x276e69cdd336001afef07075859a93078496c3c1,1000
0x212647c56ba10ee429a838bc567dfb03a8d054ba,1000
0x27259b0f4209e76f8c6cf27106c9ff83bdc2e831,1000
0xd26a3f686d43f2a62ba9eae2ff77e9f516d945b9,1000
0x2fee53687906ba239602ed42cceee2ac8a4ada36,1000
0xd1e19c472bf71fcb1016705d2d4cda041bbf0a06,1000
0x843a3c4ed93fb1f1335d5d174745551468106715,1000
0xc728dea8b2972e6e07493be8dc2f0314f7dc3e98,1000
0xae419a2ec9e77374b03479293cb4a509a6117825,1000
0xf6b6f07862a02c85628b3a9688beae07fea9c863,1000
0xf1659a2fd5007192314f9676e6a4a39fd1202160,1000
0xe52c39327ff7576baec3dbfef0787bd62db6d726,1000
0xed8db37778804a913670d9367aaf4f043aad938b,1000
0x0cf30daf2fb962ed1d5d19c97f5f6651f3b691c1,1000
0x8fda1daa6a674c1726d1896e3054b9a82d123f12,1000
0xda47bdcc48f26fb4709f90316341d9104cb1fb89,1000
0xfef75b27d4ae3d5228bcc2912f9cdceafe5f82e3,1000
0x4d5b28d08e8c00e041053b0dc584e00e6997daa3,1000
0xfb40932271fc9db9dbf048e80697e2da4aa57250,1000
0x02d60fd1ffb28b07b4164566e0febf01955a9391,1000
0x9e602c1920443f01cb100a57a7f894df8eb42f66,1000
0x40f9bf922c23c43acdad71ab4425280c0ffbd697,1000
0x731a2e51ebfaebacf8477e992cdeb1e8eacf519c,1000
0x756bd520e6d52ba027e7a1b3cd59f79ab61dfc34,1000
0x65ad2bf7e09af2597c140df6386a3003d0f5f8ee,1000
0xcf7c21ded40f2df85a564207a89b3379780d9ce3,1000
0x9120ffd5d04ca4b26aabce611989a8f026dc099a,1000
0xb2a3b5b9d2c0f07cba328b58737147cfc172eb9f,1000
0x57fb3f4b027fbadbd8d20eb5e48feb1e2b02df30,1000
0xff16d64179a02d6a56a1183a28f1d6293646e2dd,1000
0x6d97d65adff6771b31671443a6b9512104312d3d,1000
0x01242a2e4f27b42d564d3668a58d98baa751b3ce,1000
0x5cc2ec9378e4fd3e5b91a6fa338edcc8edd36ff8,1000
0x0d89421d6eec0a4385f95f410732186a2ab45077,1000
0x99c9bc20d9f57a0c19136e10987fb234abdf3a5c,1000
0xe77ad9c5af60332d24e5531b51a6b7f61d0b8703,1000
0xf13e477365b0faa64130da2ff663aab20d32d929,1000
0x835918a3fbdf946364a9aee3114173865b712663,1000
0x183bdb344a07ee3d27f07ac4799a56e4a2fe5439,1000
0xf41b98a4c32bb61468c8001e0c69ef64ce6dea57,1000
0x0d2349e291a9e0bb755bffa4097e6d378a72330b,1000
0x399e0ae23663f27181ebb4e66ec504b3aab25541,1000
0x7d547666209755fb833f9b37eebea38ebf513abb,1000
0x3769092dbfa6eb34434fb5b7cf0eb06e710728f3,1000
0x3f649dbfafbe454940b8a82c5058b8d176dd3871,1000
0xa25207bb8f8ec2423e2ddf2686a0cd2048352f3e,1000
0x841c11b14c428dd591093348b8afa2652c863988,1000
0xb9573982875b83aadc1296726e2ae77d13d9b98f,1000
0x104a851a9156205d40d06d7b71e2df252ea46d01,1000
0xd714dd60e22bbb1cbafd0e40de5cfa7bbdd3f3c8,1000
0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94,1000
0xf93f0b770784602fc3079eb1d2fb1ff488bb02b0,1000
0xc8d92326bd4dd3bb1d4eae8355fca6833d64ea80,1000
0xcf79c7eaec5bdc1a9e32d099c5d6bdf67e4cf6e8,1000
0x3b981fa5dd50237dab6f96a417a6690b6f20fcc4,1000
0x8d4c0ebb98b259f40f783924a78c1b1affde200e,1000
0x7136fbddd4dffa2369a9283b6e90a040318011ca,1000
0x2f51e78ff8aec6a941c4ceeeb26b4a1f03737c50,1000
0xa270f5649a42fedfe66ddb3b0b50bebae1e3ddb0,1000
0x973375b099943cddfd390022cea90d4f1d0c493c,1000
0xce8d52c38d74b77a0aa361c48fdce6b220a3370e,1000
0x890a0047f8d573347872cb6c019f86552f2367d6,1000
0xf9e1d1e9f22c96752356adfd377231528c7e851e,1000
0x775af9b7c214fe8792ab5f5da61a8708591d517e,1000
0x66b1de0f14a0ce971f7f248415063d44caf19398,1000
0xb150c9bed10a8c62997d58a81c4e1fa75160643e,1000
0xb7babe35ce543e2cf2f615cb1c792a2025feb572,1000
0x2b13d52dfd33e2ebd13232866fdf96088e77d596,1000
0x1c0a032954f20761e59138fee236204becbb8bdb,1000
0x58f7ff14700a754a652b3e6f5edcb51e617c4e86,1000
0x7b8b83e68c73aa4f00e6ed1a505de15147ad5764,1000
0x0f46540678c7e6d2ef983b382cc07fa815ab148c,1000
0xfbddb719cc7c795a1d9b7ea7ac11494a19b3231f,1000
0x826976d7c600d45fb8287ca1d7c76fc8eb732030,1000
0x1df428833f2c9fb1ef098754e5d710432450d706,1000
0x7bc48221928f11184b376da7a57650768dfd3332,1000
0x602ac8c3f61b351be325feeb58842ef557431c2e,1000
0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6,1000
0x978eb534b26cb8749d352a2c94ec21e659e4248d,1000
0x303a6b190768f91c5823d24c267fe1778ac6c56a,1000
0x90c32e6b29794fd7f5bba2bbee74e924078b3f9b,1000
0xa96a437efb71baf50a59027c340fa3362ef703f7,1000
0x93082bfea9424363861ab35110ab65b8a5dfe9df,1000
0x78e87757861185ec5e8c0ef6bf0c69fa7832df6c,1000
0x6733c60e6e02f9c8fa221db1aea018d80d949861,1000
0xefedaf9c07e6eb56bb8f82f30018e4461b1c5f4c,1000
0x7986debcbc2709435461cbe6e0d73f62c19bfa95,1000
0x40dc654af5ce40c122ffdc679fa8e8ca8b91556a,1000
0x9ced5f42f2f8fec2eddc7fbb360ee17ffd6bdc21,1000
0x5f3371793285920351344a1eaaaa48d45e600652,1000
0x7fb43c99a26a9ea8ba841d58390bf1c2996edfb0,1000
0x09988e9aeb8c0b835619305abfe2ce68fea17722,1000
0x015122a625b45f68e6d795c0ab99fc7107e4c3b9,1000
0x33f6ee932cea603fafd6854827259be172c91da4,1000
0xf5819cc26f0481c9b86294b4c24027518a04bd5b,1000
0x14d92832265eeafdef9e526356fefc90105966c3,1000
0x516cafd745ec780d20f61c0d71fe258ea765222d,1000
0xd9bb77e8a0095ba2b3c5649d21ea91221e010abc,1000
0x616cad18642f45d3fa5fcaad0a2d81764a9cba84,1000
0xb62e762af637b49eb4870bce8fe21bfff189e495,1000
0x03ba34f6ea1496fa316873cf8350a3f7ead317ef,1000
0x1e55c85801a2c4f0bec57c84742a8ef3d72de57b,1000
0x954f716e6de059360d278b773138f8e046696721,1000
0xb1de969883b1fdd90a43ff475a5171a3cfefe76d,1000
0x83108a0653a14eaeb8301e7b10a37cfac39c82f6,1000
0xbe4cf8e9d23cd50cdc3d56e6d6fcb75bfbbd2f67,1000
0x04c0cd38b8c203b14ef2b7b8d736d69b938aff71,1000
0xc46c67bb7e84490d7ebdd0b8ecdaca68cf3823f4,1000
0x9f000bfb33b0b63fce685b538b1a8af079b57d93,1000
0x8f48282e50b0210bd7c7dd69c54205e98b9ef5d9,1000
0x29e1a61fccd40408f489336993e798d14d57d77f,1000
0xe96056a9936c58e89d1703cf6bd97f134341ee44,1000
0xd0ef3a2ae7fb496c0897400f1be46693b6183b0a,1000
0xca72c93172ba6eff168e59e7f17c3c7a8fea9b62,1000
0x7926dad04fe7c482425d784985b5e24aea03c9ff,1000
0xbec48f1ccf82d8e4c983ee00ac2ec6b03b81d710,1000
0x0b924785d2bbbc8834cbd5fc63d10543ff799d4d,1000
0x6dd6934452eb4e6d87b9c874ae0ef83ec3bd5803,1000
0x172dbab6f5e62a1fe7e2ba5ea1624adb33e0aa14,1000
0x9d406203a93630dd017471d83fef98193e0d61f5,1000
0x639749b7b08aee65039c21d8a411103c6cebebf0,1000
0xa3ad5cfb4ff4b68e37a338da200ba441c1850b5b,1000
0x88f1706c20d94a4d1551c5f799c9e3380a24c3ac,1000
0xcf61ebd3613684a53e48ee85d8fbc80c5156c479,1000
0x92ed343af03bae63a7ac938edf570084a3392742,1000
0xb8784a7da592c7e0190939d2d6f3c8d9df1c69ad,1000
0xad7a185b2456d5afd85838a50c7d8ace3ab2f871,1000
0x55ba9c90c37e3206570ac9dc872c0f053d155f77,1000
0xacf4c2950107ef9b1c37faa1f9a866c8f0da88b9,1000
0x86e6b55bb954e1cfab567f9582e0fa580bb0290d,1000
0x03f11c7a45ba8219c87f312eecb07287c2095302,1000
0x187089b33e5812310ed32a57f53b3fad0383a19d,1000
0x0442a9abbc93058a873c371f21cc366338254a88,1000
0xe0144fa05a0d32b5b1de10ccee7211616b3e3ef0,1000
0x2df292af809fd693d94c7d17e36be352e15bb98a,1000
0x25bdff8db8d80971935a7f38a0cf31dec62f7696,1000
0x583bbada56bb535bcbb31877a620a6ff2a25cea5,1000
0xe36bd8c15a83b89e2e49806d7312846069755c63,1000
0x2ac6a3561a43f06d62602ef9728c2b9eec393326,1000
0xbaab83de8dba764bf02a530cad33555bd23eba22,1000
0x83ab8e31df35aa3281d630529c6f4bf5ac7f7abf,1000
0x4bfb2c232f70c83136a3f206cd26df2a0b605cec,1000
0xa21000e7a5a2a2bd9329428a859f9d7dce0f0961,1000
0xcce9a28b570946123f392cf1dbfa6d2d5e636a1f,1000
0x432c53218a11bed08d238cf84ff547ce4fe933ab,1000
0x848e313d4b25bc0b48cafdb6a72391e892e6a247,992.34532919
0xe8bbe391340e0a3bf1ac13166c41266b65598ce9,980
0xad7575aefd4d64520c3269fd24eae1b0e13dbe7b,967.1193486655449
0xc68bba423525576c7684e7ea25e7d5f079b1361e,963.6258235451355
0x3806c0e88f48123201b01414591ca2a8faa27f0a,950.649512403713
0x2937d75b326bae98fd823f3e5e4ea01fe9de37e3,950
0x63a32f1595a68e811496d820680b74a5cca303c5,937.9138657859302
0xd310ae66193833e7028a6680e19a7d073df01e05,914.3
0x9663eefd2817572db25a7c0a0e6cccb3f0e5f121,908.5571651299999
0x93e4297ea2b1368274ef91aabb900debfd915d7e,900
0x38b826a4426a0d4d9b4377ac57c9af0308281c5d,900
0x14ddf441721297b97a4d5aa3304fb845bc35ec56,899
0xc793ee64e6ac6239c527fd041a78a8fcaa245e4f,850
0xb2e1462847e6244f9931915ea2294005643b4861,850
0x5a6a84fb9063af1d83d0ac4809697a40715a1530,850
0xc971c4e2c7c2eac9a8358f6b9c3b923a93009f8f,850
0x21339e2ce5ce1d7a19a28e774513619c0c6259da,840
